top,lat,lon,humidity,temp,accel,dust
$data,50.845050,4.326396,25.40,25.70,0.75,128
$data,50.845100,4.326400,25.40,25.70,0.00,133
$data,50.845134,4.326400,25.50,25.70,0.00,144
$data,50.845149,4.326416,25.50,25.70,0.05,158
$data,50.845165,4.326445,25.50,25.70,0.00,189
$data,50.845191,4.326485,25.30,25.60,0.05,167
$data,50.845214,4.326520,25.30,25.60,0.00,170
$data,50.845237,4.326545,25.30,25.60,0.15,148
$data,50.845256,4.326578,25.30,25.60,0.30,169
$data,50.845279,4.326622,25.30,25.60,0.15,159
$data,50.845302,4.326670,25.30,25.60,0.25,182
$data,50.845336,4.326722,25.30,25.60,0.05,161
$data,50.845371,4.326775,25.20,25.50,0.15,160
$data,50.845409,4.326835,25.20,25.50,0.20,138
$data,50.845443,4.326897,25.20,25.50,0.40,177
$data,50.845481,4.326957,25.20,25.50,0.15,140
$data,50.845516,4.327020,25.30,25.50,0.35,145
$data,50.845546,4.327077,25.30,25.50,0.35,183
$data,50.845573,4.327128,25.40,25.40,0.25,157
$data,50.845623,4.327192,25.40,25.40,0.20,176
$data,50.845661,4.327263,25.30,25.40,0.25,164
$data,50.845703,4.327322,25.30,25.40,0.25,161
$data,50.845745,4.327385,25.30,25.40,0.35,137
$data,50.845775,4.327448,25.30,25.40,0.60,141
$data,50.845817,4.327515,25.30,25.40,0.25,146
$data,50.845848,4.327578,25.30,25.40,0.40,152
$data,50.845890,4.327645,25.40,25.30,0.25,158
$data,50.845932,4.327708,25.40,25.30,0.25,183
$data,50.845962,4.327775,25.40,25.30,0.55,145
$data,50.846004,4.327842,25.40,25.30,0.60,166
$data,50.846084,4.327971,25.40,25.30,0.45,143
$data,50.846214,4.328100,25.40,25.30,0.45,152
$data,50.846263,-10.816667,25.40,25.20,0.20,169
$data,50.846313,4.328227,25.40,25.20,0.60,162
$data,50.846385,4.328361,25.40,25.20,0.15,136
$data,50.846443,4.328468,25.40,25.20,0.25,151
$data,50.846458,-10.816667,25.40,25.20,0.00,143
$data,50.846469,4.328536,25.40,25.20,0.05,58
$data,50.846492,4.328605,25.40,25.20,0.10,153
$data,50.846500,4.328642,25.50,25.10,0.15,172
$data,50.846492,4.328676,25.50,25.10,0.15,54
$data,50.846515,4.328705,25.70,25.10,0.05,208
$data,50.846542,4.328755,25.70,25.10,0.05,151
$data,50.846572,4.328805,25.90,25.10,0.25,213
$data,50.846607,4.328862,25.90,25.10,0.35,170
$data,50.846630,4.328913,25.90,25.10,0.10,192
$data,50.846656,4.328967,25.90,25.10,0.00,151
$data,50.846694,4.329027,25.80,25.10,0.60,179
$data,50.846714,4.329082,25.80,25.10,0.00,154
$data,50.846744,4.329138,25.60,25.00,0.00,170
$data,50.846778,4.329196,25.60,25.00,0.00,151
$data,50.846817,4.329253,25.50,25.00,0.00,142
$data,50.846851,4.329315,25.50,25.00,0.05,120
$data,50.846881,4.329371,25.50,25.00,0.40,143
$data,50.846916,4.329415,25.50,25.00,0.10,179
$data,50.846946,4.329463,25.50,25.00,0.00,139
$data,50.846981,4.329504,25.50,25.00,0.20,142
$data,50.846996,4.329557,25.50,24.90,0.00,150
$data,50.847023,4.329613,25.50,24.90,0.20,205
$data,50.847053,4.329663,25.50,24.90,0.05,136
$data,50.847080,4.329710,25.50,24.90,0.00,147
$data,50.847103,4.329755,25.70,24.90,0.05,160
$data,50.847133,4.329803,25.70,24.90,0.00,148
$data,50.847175,4.329854,26.00,24.90,0.00,130
$data,50.847217,4.329912,26.00,24.90,0.00,137
$data,50.847267,4.329968,25.80,24.80,0.00,155
$data,50.847305,4.330022,25.80,24.80,0.10,138
$data,50.847347,4.330075,25.70,24.80,0.00,148
$data,50.847377,4.330132,25.70,24.80,0.00,126
$data,50.847419,4.330178,25.80,24.80,0.20,48
$data,50.847446,4.330226,25.80,24.80,0.45,148
$data,50.847476,4.330268,25.70,24.70,0.05,145
$data,50.847518,4.330310,25.70,24.70,0.05,184
$data,50.847541,4.330358,25.70,24.70,0.05,143
$data,50.847576,4.330412,25.70,24.70,0.10,180
$data,50.847606,4.330461,25.60,24.70,0.50,125
$data,50.847633,4.330522,25.60,24.70,0.10,165
$data,50.847663,4.330580,25.60,24.70,0.05,156
$data,50.847698,4.330635,25.60,24.70,0.00,161
$data,50.847728,4.330691,25.60,24.60,0.00,160
$data,50.847763,4.330749,25.60,24.60,0.05,165
$data,50.847793,4.330803,25.70,24.60,0.10,183
$data,50.847835,4.330863,25.70,24.60,0.05,136
$data,50.847858,4.330932,25.90,24.60,0.10,168
$data,50.847900,4.331000,25.90,24.60,0.00,151
$data,50.847934,4.331063,25.80,24.60,0.05,131
$data,50.847980,4.331126,25.80,24.60,0.05,156
$data,50.848022,4.331185,25.70,24.60,0.00,130
$data,50.848056,4.331243,25.70,24.60,0.05,148
$data,50.848087,4.331306,25.60,24.50,0.05,157
$data,50.848110,4.331372,25.60,24.50,0.10,178
$data,50.848144,4.331431,25.50,24.50,0.05,151
$data,50.848186,4.331490,25.50,24.50,0.05,160
$data,50.848217,4.331552,25.50,24.50,0.00,143
$data,50.848251,4.331612,25.50,24.50,0.05,135
$data,50.848281,4.331668,25.50,24.50,0.05,173
$data,50.848323,4.331728,25.50,24.50,0.10,167
$data,50.848346,4.331788,25.50,24.50,0.05,133
$data,50.848381,4.331848,25.50,24.50,0.00,114
$data,50.848411,4.331905,25.50,24.50,0.00,205
$data,50.848438,4.331970,25.50,24.50,0.05,159
$data,50.848468,4.332030,25.50,24.40,0.05,144
$data,50.848495,4.332092,25.50,24.40,0.00,135
$data,50.848526,4.332150,25.50,24.40,0.05,164
$data,50.848560,4.332208,25.50,24.40,0.05,163
$data,50.848632,4.332320,25.40,24.40,0.10,130
$data,50.848667,4.332382,25.50,24.40,0.15,138
$data,50.848690,4.332440,25.50,24.40,0.00,162
$data,50.848731,4.332498,25.40,24.40,0.05,80
$data,50.848754,4.332557,25.40,24.40,0.00,131
$data,50.848777,4.332613,25.80,24.30,0.15,161
$data,50.848812,4.332670,25.80,24.30,0.05,149
$data,50.848834,4.332725,25.70,24.30,0.05,154
$data,50.848861,4.332778,25.70,24.30,0.00,162
$data,50.848892,4.332905,25.60,24.30,0.00,153
$data,50.848918,4.332970,25.60,24.20,0.00,151
$data,50.848941,4.333033,25.60,24.20,0.00,141
$data,50.848964,4.333100,25.50,24.20,0.10,167
$data,50.848983,4.333165,25.50,24.20,0.00,146
$data,50.848999,4.333229,25.60,24.20,0.00,122
$data,50.849014,4.333293,25.60,24.20,0.00,149
$data,50.849033,4.333360,25.80,24.20,0.05,161
$data,50.849048,4.333426,25.80,24.20,0.00,143
$data,50.849086,4.333550,25.90,24.10,0.00,148
$data,50.849113,4.333613,25.80,24.10,0.05,149
$data,50.849136,4.333677,25.80,24.10,0.05,168
$data,50.849178,4.333808,25.70,24.10,0.05,137
$data,50.849193,4.333878,25.90,24.10,0.00,162
$data,50.849220,4.333948,25.90,24.10,0.00,144
$data,50.849258,4.334086,25.90,24.00,0.10,128
$data,50.849285,-9.816667,25.80,24.00,0.00,154
$data,50.849300,4.334213,25.80,24.00,0.00,147
$data,50.849342,4.334357,25.70,23.90,0.00,174
$data,50.849388,4.334490,25.70,23.90,0.00,146
$data,50.849414,4.334560,25.80,23.90,0.05,164
$data,50.849430,4.334630,25.80,23.90,0.10,147
$data,50.849472,4.334773,25.90,23.90,0.00,137
$data,50.849494,4.334845,25.70,23.80,0.05,157
$data,50.849510,4.334917,25.70,23.80,0.00,144
$data,50.849529,4.334986,25.90,23.80,0.05,177
$data,50.849552,4.335053,25.90,23.80,0.00,157
$data,50.849567,4.335118,25.90,23.70,0.00,152
$data,50.849586,4.335180,25.90,23.70,0.00,152
$data,50.849601,4.335243,26.20,23.70,0.00,146
$data,50.849609,4.335302,26.20,23.70,0.00,140
$data,50.849624,4.335357,26.40,23.70,0.15,211
$data,50.849651,4.335403,26.40,23.70,0.15,171
$data,50.849666,4.335452,26.50,23.70,0.05,137
$data,50.849689,4.335490,26.50,23.70,0.00,148
$data,50.849708,4.335520,26.50,23.60,0.00,176
$data,50.849723,4.335538,26.50,23.60,0.00,161
$data,50.849731,4.335547,26.50,23.60,0.00,173
$data,50.849731,4.335550,26.50,23.60,0.00,178
$data,50.849739,4.335548,26.60,23.50,0.00,191
$data,50.849739,4.335547,26.60,23.50,0.00,146
$data,50.849739,4.335542,26.50,23.50,0.00,167
$data,50.849739,4.335536,26.50,23.50,0.00,146
$data,50.849746,4.335532,26.50,23.50,0.00,172
$data,50.849746,4.335526,26.50,23.50,0.00,134
$data,50.849754,4.335521,26.40,23.40,0.00,205
$data,50.849754,4.335524,26.40,23.40,0.00,142
$data,50.849765,4.335532,26.30,23.40,0.00,198
$data,50.849765,4.335540,26.30,23.40,0.00,159
$data,50.849765,4.335548,26.10,23.30,0.00,154
$data,50.849765,4.335550,26.10,23.30,0.00,132
$data,50.849773,4.335548,26.00,23.30,0.00,193
$data,50.849773,4.335548,26.00,23.30,0.00,139
$data,50.849773,4.335548,26.00,23.30,0.00,167
$data,50.849765,4.335545,26.00,23.30,0.00,151
$data,50.849765,4.335545,26.00,23.20,0.00,184
$data,50.849773,4.335547,26.00,23.20,0.05,152
$data,50.849773,4.335545,26.20,23.20,0.00,165
$data,50.849788,4.335535,26.20,23.20,0.00,151
$data,50.849796,4.335530,26.50,23.10,0.00,169
$data,50.849811,4.335525,26.50,23.10,0.00,113
$data,50.849819,4.335524,26.40,23.10,0.00,172
$data,50.849830,4.335528,26.40,23.10,0.05,144
$data,50.849830,4.335528,26.20,23.10,0.20,178
$data,50.849830,4.335530,26.20,23.10,0.00,145
$data,50.849819,4.335535,26.10,23.10,0.00,132
$data,50.849819,4.335536,26.10,23.10,0.00,74
$data,50.849819,4.335535,26.10,23.10,0.00,145
$data,50.849819,4.335532,26.10,23.10,0.00,143
$data,50.849819,4.335532,26.30,23.10,0.00,182
$data,50.849819,4.335532,26.30,23.10,0.00,142
$data,50.849819,4.335530,26.50,23.00,0.00,155
$data,50.849819,4.335532,26.50,23.00,0.00,155
$data,50.849819,4.335532,26.50,23.00,0.00,144
$data,50.849819,4.335533,26.70,23.00,0.30,174
$data,50.849830,4.335547,26.70,23.00,0.05,162
$data,50.849838,4.335568,26.70,23.00,0.05,163
$data,50.849845,4.335593,26.70,23.00,0.00,153
$data,50.849853,4.335618,26.60,22.90,0.00,139
$data,50.849853,4.335643,26.60,22.90,0.00,164
$data,50.849861,4.335663,26.60,22.90,0.10,167
$data,50.849868,4.335685,26.60,22.90,0.60,147
$data,50.849876,4.335715,26.70,22.90,0.10,144
$data,50.849868,4.335750,26.70,22.90,0.15,156
$data,50.849861,4.335793,26.60,22.90,0.30,132
$data,50.849845,4.335835,26.60,22.90,0.00,130
$data,50.849830,4.335880,26.50,22.80,0.00,159
$data,50.849819,4.335927,26.50,22.80,0.05,176
$data,50.849796,4.335971,26.50,22.80,0.30,163
$data,50.849781,4.336015,26.50,22.80,0.05,135
$data,50.849754,4.336067,26.70,22.80,0.50,153
$data,50.849746,4.336125,26.70,22.80,1.65,144
$data,50.849731,4.336192,26.60,22.80,1.15,144
$data,50.849723,4.336261,26.60,22.80,0.20,142
$data,50.849716,4.336332,26.70,22.80,0.10,184
$data,50.849681,4.336403,26.70,22.80,0.15,177
$data,50.849651,4.336470,26.80,22.70,0.75,144
$data,50.849632,4.336532,26.80,22.70,0.15,205
$data,50.849609,4.336593,27.10,22.70,0.15,142
$data,50.849575,4.336652,27.10,22.70,0.10,161
$data,50.849544,4.336709,27.30,22.70,0.05,526
$data,50.849521,4.336761,27.30,22.70,0.05,154
$data,50.849521,4.336808,27.60,22.70,0.05,160
$data,50.849494,4.336850,27.60,22.70,0.05,159
$data,50.849472,4.336890,27.50,22.60,0.50,190
$data,50.849472,4.336928,27.50,22.60,0.90,144
$data,50.849472,4.336963,27.60,22.60,0.05,124
$data,50.849452,4.337007,27.60,22.60,0.95,148
$data,50.849437,4.337043,27.30,22.50,0.15,137
$data,50.849414,4.337081,27.30,22.50,0.45,234
$data,50.849388,4.337123,27.00,22.50,0.05,168
$data,50.849357,4.337170,27.00,22.50,0.25,132
$data,50.849342,4.337213,27.20,22.50,1.00,183
$data,50.849323,4.337258,27.20,22.50,0.20,150
$data,50.849315,4.337302,27.10,22.40,0.00,144
$data,50.849300,4.337338,27.10,22.40,0.05,155
$data,50.849285,4.337373,27.00,22.40,0.00,151
$data,50.849277,4.337400,27.00,22.40,0.00,133
$data,50.849258,4.337422,26.80,22.40,0.00,172
$data,50.849285,4.337439,26.80,22.40,0.40,130
$data,50.849323,4.337457,26.80,22.40,0.05,132
$data,50.849349,4.337471,26.80,22.40,0.00,137
$data,50.849349,4.337483,26.70,22.40,0.00,132
$data,50.849357,4.337495,26.70,22.40,0.00,124
$data,50.849357,4.337505,27.00,22.40,0.00,135
$data,50.849357,4.337507,27.00,22.40,0.00,142
$data,50.849357,4.337508,26.90,22.30,0.00,149
$data,50.849357,4.337515,26.90,22.30,0.00,161
$data,50.849349,4.337515,26.70,22.30,0.45,139
$data,50.849349,4.337515,26.70,22.30,0.05,179
$data,50.849349,4.337515,26.60,22.30,0.75,180
$data,50.849349,4.337517,26.60,22.30,0.00,209
$data,50.849349,4.337526,26.70,22.30,0.25,135
$data,50.849349,4.337538,26.70,22.30,0.10,150
$data,50.849342,4.337547,26.80,22.30,0.00,156
$data,50.849323,4.337540,26.80,22.30,0.15,146
$data,50.849300,4.337523,26.80,22.30,0.30,186
$data,50.849266,4.337503,26.80,22.30,0.05,154
$data,50.849243,4.337485,26.70,22.30,0.00,151
$data,50.849208,4.337480,26.70,22.30,0.00,133
$data,50.849170,4.337473,26.60,22.20,0.00,148
$data,50.849136,4.337461,26.60,22.20,0.00,143
$data,50.849098,4.337453,26.50,22.20,0.05,167
$data,50.849056,4.337450,26.50,22.20,0.00,133
$data,50.849014,4.337445,26.60,22.20,0.05,160
$data,50.848983,4.337443,26.60,22.20,0.00,121
$data,50.848949,4.337443,26.70,22.20,0.05,149
$data,50.848911,4.337433,26.70,22.20,0.05,148
$data,50.848869,4.337432,26.70,22.20,0.00,604
$data,50.848834,4.337436,26.70,22.20,0.00,163
$data,50.848804,4.337443,26.80,22.20,0.00,151
$data,50.848770,4.337443,26.80,22.20,0.00,145
$data,50.848739,4.337445,26.90,22.20,0.00,167
$data,50.848705,4.337447,26.90,22.20,0.00,171
$data,50.848674,4.337450,27.10,22.10,0.00,147
$data,50.848640,4.337455,27.10,22.10,0.10,127
$data,50.848609,4.337461,27.00,22.10,0.00,150
$data,50.848583,4.337469,27.00,22.10,0.00,150
$data,50.848552,4.337475,26.90,22.10,0.05,193
$data,50.848518,4.337481,26.90,22.10,0.05,168
$data,50.848487,4.337488,26.70,22.10,0.00,148
$data,50.848453,4.337496,26.70,22.10,0.05,122
$data,50.848423,4.337505,26.50,22.00,0.85,173
$data,50.848388,4.337513,26.50,22.00,0.15,148
$data,50.848346,4.337515,26.50,22.00,0.05,164
$data,50.848316,4.337517,26.50,22.00,0.00,149
$data,50.848274,4.337517,26.40,22.00,0.25,134
$data,50.848243,4.337522,26.40,22.00,0.00,166
$data,50.848201,4.337529,26.50,22.00,0.05,183
$data,50.848159,4.337535,26.50,22.00,0.00,151
$data,50.848121,4.337542,26.60,22.00,0.00,148
$data,50.848079,4.337552,26.60,22.00,0.05,155
$data,50.848037,4.337560,26.60,21.90,0.15,257
$data,50.847999,4.337567,26.60,21.90,1.25,219
$data,50.847957,4.337575,26.70,21.90,0.10,97
$data,50.847915,4.337584,26.70,21.90,0.00,126
$data,50.847866,4.337590,26.90,21.90,0.80,135
$data,50.847827,4.337598,26.90,21.90,0.00,161
$data,50.847785,4.337605,26.90,21.90,0.10,166
$data,50.847736,4.337614,26.90,21.90,0.10,136
$data,50.847648,4.337633,26.90,21.90,0.15,156
$data,50.847557,4.337652,26.90,21.80,0.05,155
$data,50.847476,4.337674,27.20,21.80,0.00,128
$data,50.847434,4.337682,27.40,21.80,0.00,177
$data,50.847412,4.337690,27.40,21.80,0.20,120
$data,50.847377,4.337697,27.70,21.80,0.00,141
$data,50.847362,4.337697,27.50,21.80,0.80,92
$data,50.847297,4.337700,27.60,21.70,0.05,158
$data,50.847267,4.337701,27.80,21.70,0.00,173
$data,50.847248,4.337695,27.80,21.70,0.00,110
$data,50.847240,4.337685,27.90,21.70,0.00,126
$data,50.847232,4.337675,27.90,21.70,0.00,171
$data,50.847248,4.337660,27.60,21.60,0.00,161
$data,50.847274,4.337644,27.50,21.60,0.00,163
$data,50.847290,4.337644,27.50,21.60,0.00,136
$data,50.847290,4.337658,27.30,21.50,0.35,170
$data,50.847290,4.337674,27.30,21.50,0.00,176
$data,50.847297,4.337658,26.90,21.50,0.00,154
$data,50.847297,4.337653,26.80,21.50,0.30,176
$data,50.847305,4.337648,26.80,21.50,0.00,154
$data,50.847305,4.337646,26.70,21.50,0.00,138
$data,50.847305,4.337646,26.80,21.50,0.00,138
$data,50.847305,4.337646,26.70,21.40,0.00,146
$data,50.847305,4.337646,26.70,21.40,0.00,164
$data,50.847305,4.337646,26.90,21.40,0.00,190
$data,50.847305,4.337646,26.90,21.40,0.00,162
$data,50.847305,4.337646,27.00,21.40,0.05,162
$data,50.847305,4.337646,27.00,21.40,0.15,138
$data,50.847305,4.337646,26.90,21.40,0.00,159
$data,50.847305,4.337646,26.90,21.40,0.00,166
$data,50.847305,4.337646,26.90,21.40,0.00,188
$data,50.847305,4.337646,26.90,21.40,0.00,133
$data,50.847305,4.337646,26.90,21.30,0.15,175
$data,50.847312,4.337641,26.90,21.30,0.00,186
$data,50.847312,4.337641,27.20,21.30,0.05,144
$data,50.847305,4.337632,27.20,21.30,0.05,152
$data,50.847305,4.337632,27.40,21.30,0.05,168
$data,50.847305,4.337632,27.40,21.30,0.00,143
$data,50.847305,4.337630,27.50,21.30,0.00,157
$data,50.847305,4.337628,27.50,21.30,0.00,177
$data,50.847305,4.337628,27.40,21.30,0.00,184
$data,50.847305,4.337628,27.40,21.30,0.00,165
$data,50.847305,4.337628,27.40,21.30,0.00,165
$data,50.847305,4.337628,27.40,21.30,0.00,140
$data,50.847305,4.337628,27.30,21.30,0.00,163
$data,50.847305,4.337628,27.30,21.30,0.00,157
$data,50.847305,4.337628,27.00,21.20,0.00,158
$data,50.847305,4.337628,27.00,21.20,0.00,160
$data,50.847305,4.337628,27.00,21.20,0.00,176
$data,50.847305,4.337628,27.00,21.20,0.00,129
$data,50.847305,4.337628,26.90,21.20,0.00,196
$data,50.847305,4.337628,26.90,21.20,0.00,124
$data,50.847305,4.337628,26.90,21.20,0.00,166
$data,50.847305,4.337628,26.90,21.20,0.00,151
$data,50.847305,4.337628,26.90,21.20,0.00,136
$data,50.847305,4.337628,26.90,21.20,0.00,145
$data,50.847312,4.337635,27.10,21.20,0.00,135
$data,50.847312,4.337635,27.10,21.20,0.00,134
$data,50.847312,4.337635,27.00,21.10,0.00,190
$data,50.847312,4.337635,27.00,21.10,0.00,146
$data,50.847312,4.337625,27.10,21.10,0.20,177
$data,50.847312,4.337625,27.10,21.10,0.00,151
$data,50.847312,4.337625,27.20,21.10,0.00,173
$data,50.847312,4.337625,27.20,21.10,0.00,155
$data,50.847312,4.337625,27.00,21.10,0.05,125
$data,50.847312,4.337625,27.00,21.10,0.00,192
$data,50.847312,4.337625,27.20,21.10,0.00,164
$data,50.847312,4.337625,27.20,21.10,0.00,150
$data,50.847312,4.337625,27.00,21.10,0.00,158
$data,50.847312,4.337625,27.00,21.10,0.00,150
$data,50.847312,4.337625,27.00,21.10,0.00,149
$data,50.847312,4.337633,27.00,21.10,0.00,126
$data,50.847312,4.337633,27.10,21.10,0.05,165
$data,50.847312,4.337633,27.10,21.10,0.00,123
$data,50.847312,4.337633,27.20,21.00,0.35,148
$data,50.847312,4.337633,27.20,21.00,0.00,145
$data,50.847312,4.337633,27.10,21.00,0.20,156
$data,50.847305,4.337633,27.10,21.00,0.05,141
$data,50.847305,4.337633,27.20,21.00,0.10,148
$data,50.847305,4.337633,27.20,21.00,0.00,128
$data,50.847305,4.337633,27.00,21.00,0.00,181
$data,50.847305,4.337633,27.00,21.00,0.00,135
$data,50.847305,4.337633,27.00,21.00,0.00,105
$data,50.847305,4.337633,26.80,21.00,0.00,149
$data,50.847305,4.337633,26.80,21.00,0.05,169
$data,50.847305,4.337633,26.80,21.00,0.00,145
$data,50.847305,4.337633,26.80,21.00,0.00,138
$data,50.847305,4.337633,26.80,21.00,0.00,148
$data,50.847305,4.337633,26.80,21.00,0.00,147
$data,50.846290,4.338140,28.00,20.50,0.05,123
$data,50.846290,4.338140,28.20,20.50,0.30,137
$data,50.846290,4.338137,28.20,20.50,0.35,127
$data,50.846290,4.338137,28.20,20.50,0.90,128
$data,50.846271,4.338151,28.30,20.40,0.10,130
$data,50.846271,4.338151,28.30,20.40,0.15,133
$data,50.846256,4.338140,28.30,20.40,0.15,149
$data,50.846256,4.338140,28.30,20.40,0.35,107
$data,50.846240,4.338127,28.20,20.40,0.25,173
$data,50.846240,4.338127,28.20,20.40,0.15,106
$data,50.846225,4.338124,28.20,20.40,0.00,123
$data,50.846225,4.338124,28.20,20.40,0.15,136
$data,50.846214,4.338121,28.30,20.40,0.25,193
$data,50.846214,4.338121,28.30,20.40,0.20,130
$data,50.846206,4.338120,28.30,20.40,0.20,124
$data,50.846206,4.338120,28.30,20.40,0.45,112
$data,50.846191,4.338125,28.30,20.40,0.30,172
$data,50.846191,4.338125,28.30,20.40,0.35,139
$data,50.846176,4.338130,28.30,20.40,0.05,147
$data,50.846176,4.338130,28.30,20.40,0.00,131
$data,50.846168,4.338133,28.40,20.40,0.30,170
$data,50.846157,4.338137,28.40,20.40,0.80,28
$data,50.846157,4.338137,28.40,20.40,0.35,150
$data,50.846141,4.338137,28.20,20.30,0.20,147
$data,50.846141,4.338137,28.20,20.30,0.00,122
$data,50.846111,4.338145,28.10,20.30,0.15,151
$data,50.846111,4.338145,28.10,20.30,0.25,137
$data,50.846092,4.338149,28.10,20.30,0.25,142
$data,50.846092,4.338149,28.10,20.30,0.20,130
$data,50.846076,4.338150,28.10,20.30,0.05,153
$data,50.846076,4.338150,28.10,20.30,0.00,147
$data,50.846076,4.338153,27.90,20.20,0.45,155
$data,50.846076,4.338153,27.90,20.20,0.10,111
$data,50.846069,4.338150,27.90,20.20,0.00,139
$data,50.846069,4.338150,27.90,20.20,0.10,108
$data,50.846046,4.338155,27.80,20.30,0.10,136
$data,50.846046,4.338155,27.80,20.30,0.35,127
$data,50.846046,4.338160,27.80,20.30,0.00,158
$data,50.846046,4.338160,27.80,20.30,0.20,143
$data,50.846035,4.338163,27.60,20.20,0.30,155
$data,50.846035,4.338163,27.60,20.20,0.30,128
$data,50.846027,4.338165,27.60,20.20,0.25,160
$data,50.846027,4.338165,27.60,20.20,0.10,109
$data,50.846019,4.338168,27.50,20.20,0.30,122
$data,50.846019,4.338168,27.50,20.20,0.40,99
$data,50.846012,4.338170,27.50,20.20,0.30,137
$data,50.846012,4.338170,27.50,20.20,0.15,129
$data,50.845996,4.338181,27.30,20.20,0.25,146
$data,50.845996,4.338181,27.30,20.20,0.30,313
$data,50.845981,4.338190,27.30,20.20,0.10,161
$data,50.845981,4.338190,27.30,20.20,0.00,132
$data,50.845970,4.338195,27.20,20.20,0.05,165
$data,50.845962,4.338205,27.20,20.20,0.10,158
$data,50.845962,4.338205,27.20,20.20,0.20,145
$data,50.845954,4.338213,27.30,20.20,0.25,146
$data,50.845954,4.338213,27.30,20.20,0.30,157
$data,50.845954,4.338236,27.30,20.20,0.20,139
$data,50.845954,4.338236,27.30,20.20,0.15,110
$data,50.845939,4.338243,27.30,20.10,0.75,135
$data,50.845924,4.338239,27.30,20.10,0.10,132
$data,50.845924,4.338239,27.30,20.10,0.00,125
$data,50.845912,4.338239,27.30,20.10,0.10,147
$data,50.845905,4.338235,27.30,20.10,0.25,136
$data,50.845905,4.338235,27.30,20.10,0.20,154
$data,50.845890,4.338235,27.40,20.10,0.25,145
$data,50.845890,4.338235,27.40,20.10,0.15,124
$data,50.845882,4.338232,27.40,20.10,0.00,142
$data,50.845882,4.338232,27.40,20.10,0.25,147
$data,50.845859,4.338239,27.40,20.10,0.40,144
$data,50.845848,4.338240,27.40,20.10,0.25,134
$data,50.845848,4.338240,27.40,20.10,0.10,129
$data,50.845832,4.338236,27.50,20.00,0.15,136
$data,50.845817,4.338239,27.50,20.00,0.30,158
$data,50.845817,4.338239,27.50,20.00,0.10,104
$data,50.845809,4.338239,27.50,20.10,0.35,125
$data,50.845802,4.338239,27.50,20.10,0.45,153
$data,50.845802,4.338239,27.50,20.10,0.10,112
$data,50.845775,4.338242,27.50,20.10,0.35,149
$data,50.845775,4.338242,27.50,20.10,0.35,122
$data,50.845760,4.338245,27.50,20.10,0.05,143
$data,50.845760,4.338245,27.50,20.10,0.00,113
$data,50.845760,4.338252,27.40,20.10,0.30,177
$data,50.845760,4.338252,27.40,20.10,0.40,144
$data,50.845745,4.338257,27.40,20.10,0.15,96
$data,50.845745,4.338257,27.40,20.10,0.25,142
$data,50.845726,4.338263,27.40,20.00,0.25,204
$data,50.845726,4.338263,27.40,20.00,0.30,152
$data,50.845726,4.338265,27.40,20.00,0.55,164
$data,50.845726,4.338265,27.40,20.00,0.95,101
$data,50.845703,4.338272,27.50,20.00,0.20,144
$data,50.845703,4.338272,27.50,20.00,0.25,122
$data,50.845687,4.338272,27.50,20.00,0.10,145
$data,50.845687,4.338272,27.50,20.00,0.15,122
$data,50.845680,4.338275,27.50,20.00,0.30,144
$data,50.845680,4.338275,27.50,20.00,0.30,137
$data,50.845661,4.338275,27.50,20.00,0.05,159
$data,50.845661,4.338275,27.50,20.00,0.05,159
$data,50.845645,4.338277,27.50,20.00,0.10,114
$data,50.845645,4.338277,27.50,20.00,0.05,147
$data,50.845638,4.338277,27.50,20.00,0.10,143
$data,50.845638,4.338277,27.50,20.00,0.10,136
$data,50.845623,4.338280,27.60,20.00,0.30,165
$data,50.845603,4.338282,27.60,20.00,0.05,180
$data,50.845603,4.338282,27.60,20.00,0.15,97
$data,50.845596,4.338285,27.70,20.00,0.25,123
$data,50.845581,4.338290,27.70,20.00,0.50,151
$data,50.845581,4.338290,27.70,20.00,0.50,125
$data,50.845573,4.338295,27.70,20.00,0.20,164
$data,50.845573,4.338295,27.70,20.00,0.10,128
$data,50.845565,4.338295,27.70,20.00,0.15,123
$data,50.845565,4.338295,27.70,20.00,0.05,118
$data,50.845539,4.338303,27.70,20.00,0.00,157
$data,50.845539,4.338303,27.70,20.00,0.10,115
$data,50.845539,4.338307,27.70,20.00,0.10,132
$data,50.845539,4.338307,27.70,20.00,0.10,136
$data,50.845531,4.338310,27.70,20.00,0.25,142
$data,50.845523,4.338310,27.70,20.00,0.30,150
$data,50.845523,4.338310,27.70,20.00,0.25,109
$data,50.845500,4.338320,27.80,20.00,0.10,127
$data,50.845500,4.338320,27.80,20.00,0.05,133
$data,50.845474,4.338343,27.90,20.00,0.20,95
$data,50.845474,4.338343,27.90,20.00,0.00,117
$data,50.845458,4.338356,28.10,20.00,0.25,145
$data,50.845458,4.338356,28.10,20.00,0.10,122
$data,50.845424,4.338363,28.20,20.00,0.35,169
$data,50.845401,4.338380,28.20,20.00,0.10,176
$data,50.845401,4.338380,28.20,20.00,0.15,104
$data,50.845386,4.338390,28.30,20.00,0.45,143
$data,50.845371,4.338400,28.30,20.00,0.30,134
$data,50.845371,4.338400,28.30,20.00,0.20,148
$data,50.845359,4.338408,28.00,20.00,0.65,164
$data,50.845359,4.338408,28.00,20.00,0.20,111
$data,50.845329,4.338414,28.40,20.00,0.30,186
$data,50.845321,4.338433,28.40,20.00,0.00,208
